message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.391867])";"30";"turtlesim2.sim";"1759169028.976285969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.397797])";"30";"turtlesim1.sim";"1759169028.974098177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.380006])";"30";"turtlesim3.sim";"1759169028.972281302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.385936])";"30";"turtlesim2.sim";"1759169028.961425844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.391867])";"30";"turtlesim1.sim";"1759169028.958042844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.374075])";"30";"turtlesim3.sim";"1759169028.957637469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.380006])";"30";"turtlesim2.sim";"1759169028.944550344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.385936])";"30";"turtlesim1.sim";"1759169028.941073594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.368145])";"30";"turtlesim3.sim";"1759169028.939779219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.374075])";"30";"turtlesim2.sim";"1759169028.928212635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.356284])";"30";"turtlesim1.sim";"1759169028.861224094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.338492])";"30";"turtlesim3.sim";"1759169028.859335344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.344422])";"30";"turtlesim2.sim";"1759169028.848132427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.350353])";"30";"turtlesim1.sim";"1759169028.846236427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.332561])";"30";"turtlesim3.sim";"1759169028.845066427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.338492])";"30";"turtlesim2.sim";"1759169028.832259927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.344422])";"30";"turtlesim1.sim";"1759169028.830228969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.326631])";"30";"turtlesim3.sim";"1759169028.828766719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.332561])";"30";"turtlesim2.sim";"1759169028.816096219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.338492])";"30";"turtlesim1.sim";"1759169028.814253844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.320700])";"30";"turtlesim3.sim";"1759169028.811325760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.326631])";"30";"turtlesim2.sim";"1759169028.800132719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.332561])";"30";"turtlesim1.sim";"1759169028.798184844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.314770])";"30";"turtlesim3.sim";"1759169028.795108635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.320700])";"30";"turtlesim2.sim";"1759169028.784306094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.326631])";"30";"turtlesim1.sim";"1759169028.782319969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.308839])";"30";"turtlesim3.sim";"1759169028.782278760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.314770])";"30";"turtlesim2.sim";"1759169028.768089594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.320700])";"30";"turtlesim1.sim";"1759169028.767097094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.302909])";"30";"turtlesim3.sim";"1759169028.765678552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.308839])";"30";"turtlesim2.sim";"1759169028.752160719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.314770])";"30";"turtlesim1.sim";"1759169028.750252052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.296978])";"30";"turtlesim3.sim";"1759169028.747064469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.302909])";"30";"turtlesim2.sim";"1759169028.736080594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.291047])";"30";"turtlesim3.sim";"1759169028.734434802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.308839])";"30";"turtlesim1.sim";"1759169028.734272677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.296978])";"30";"turtlesim2.sim";"1759169028.720255677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.302909])";"30";"turtlesim1.sim";"1759169028.718023344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.285117])";"30";"turtlesim3.sim";"1759169028.717649510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.291047])";"30";"turtlesim2.sim";"1759169028.704201802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.296978])";"30";"turtlesim1.sim";"1759169028.701086760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.279186])";"30";"turtlesim3.sim";"1759169028.700062969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.285117])";"30";"turtlesim2.sim";"1759169028.688349927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.291047])";"30";"turtlesim1.sim";"1759169028.686064344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.273256])";"30";"turtlesim3.sim";"1759169028.684578927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.279186])";"30";"turtlesim2.sim";"1759169028.672155927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.285117])";"30";"turtlesim1.sim";"1759169028.670138677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.267325])";"30";"turtlesim3.sim";"1759169028.667066885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.273256])";"30";"turtlesim2.sim";"1759169028.656071677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.279186])";"30";"turtlesim1.sim";"1759169028.654018510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.261395])";"30";"turtlesim3.sim";"1759169028.652362552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.267325])";"30";"turtlesim2.sim";"1759169028.640428510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.273256])";"30";"turtlesim1.sim";"1759169028.638142427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.255464])";"30";"turtlesim3.sim";"1759169028.636776094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.261395])";"30";"turtlesim2.sim";"1759169028.624142094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.267325])";"30";"turtlesim1.sim";"1759169028.623055635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.030601, y=6.249534])";"30";"turtlesim3.sim";"1759169028.621532802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.255464])";"30";"turtlesim2.sim";"1759169028.608458844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.261395])";"30";"turtlesim1.sim";"1759169028.605476177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.030601, y=6.249534])";"30";"turtlesim2.sim";"1759169028.592103635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.255464])";"30";"turtlesim1.sim";"1759169028.590197677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.030601, y=6.249534])";"30";"turtlesim1.sim";"1759169028.574193052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.435126, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.468080504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.418183, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.451566587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.435126, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.440727337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.401239, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.435077462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.418183, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.424216504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.435126, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.422205337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.384296, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.419288921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.401239, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.408282212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.418183, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.406108129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.367353, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.404058671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.384296, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.392274962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.401239, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.390025712";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.350410, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.387296671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.367353, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.376292587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.384296, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.374064837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.333467, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.372089212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.350410, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.360199504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.367353, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.358195796";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.316523, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.355136421";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.333467, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.344163462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.350410, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.342235504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.299580, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.339515754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.316523, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.328108046";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.333467, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.326149379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.282637, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.324072671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.299580, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.312442212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.316523, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.310105504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.265694, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.308124629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.282637, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.296682962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.299580, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.293145087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.248751, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.291243337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.265694, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.280095170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.282637, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.278241420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.231807, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.275087587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.248751, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.264144462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.265694, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.262137837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.214864, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.259495795";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.231807, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.248174879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.248751, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.246287087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.197921, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.243295545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.214864, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.232237754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.231807, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.231126004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.180978, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.227496337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.197921, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.218049504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.214864, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.214295420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.164035, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.211258754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.180978, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.200408420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.197921, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.198241087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.147091, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.195319504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.164035, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.184155379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.180978, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.182261504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.130148, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.179328295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.147091, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.168189045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.164035, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.166188170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.113205, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.164228004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.130148, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.152450170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.147091, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.150222837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.096262, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.147759295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.113205, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.136200754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.130148, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.133440629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.079319, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.131250545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.096262, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.120094295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.113205, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.119092587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.062375, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.118005045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.079319, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.104348212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.096262, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.102153670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.045432, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.100768254";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.062375, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.088206420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.079319, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.086269545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.028489, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.084803629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.045432, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.072200337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.062375, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.070272587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.011546, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.067204545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.028489, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.056278879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.045432, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.054221212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.994603, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.051257087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.011546, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.040524587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.028489, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.037221129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.977659, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.035080795";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.994603, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.024068045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.011546, y=-0.027146])";"30";"turtlesim1.sim";"1759169015.022138295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.960716, y=-0.027146])";"30";"turtlesim3.sim";"1759169015.019059379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.977659, y=-0.027146])";"30";"turtlesim2.sim";"1759169015.008296879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.960716, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.974063420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.909887, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.972214004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.926830, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.960672670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.943773, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.957131212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.892943, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.955087045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.909887, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.944079420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.926830, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.942197420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.876000, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.939266920";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.892943, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.928455587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.909887, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.926055587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.859057, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.924059545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.876000, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.912107045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.892943, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.910110004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.842114, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.908598129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.859057, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.896424254";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.876000, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.894194920";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.825171, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.891097754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.842114, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.880690962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.859057, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.877105129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.808227, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.875304295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.825171, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.864100045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.842114, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.862070837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.791284, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.860381879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.808227, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.848121462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.825171, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.846128712";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.774341, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.843068462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.791284, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.832079170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.808227, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.830208420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.757398, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.828085754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.774341, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.816152212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.791284, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.814095420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.740455, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.812114670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.757398, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.800520295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.774341, y=-0.027146])";"30";"turtlesim1.sim";"1759169014.797151670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.723511, y=-0.027146])";"30";"turtlesim3.sim";"1759169014.795249545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.740455, y=-0.027146])";"30";"turtlesim2.sim";"1759169014.784211962";"./src/turtle.cpp:update:260"
